account_id,amount,duration,status,balance,min_balance,std_balance,max_balance,last_balance,credits,income,std_income,last_income,expenses,std_expenses,last_expenses,insurance,household,sanctions,card,gender,frequency,region,age,relocation,account
15582920,185204,48,0,35425.19,18942.4,6674.6,45890.4,34351.6,152.46,19298.06,3395.43,35851.0,12000.65,5635.68,18265.9,0.0,0.0,0.0,0,1,1,1,56.0,0.0,21
12245493,163958,24,0,55784.06,16371.3,20360.22,115444.3,38693.3,221.86,51302.68,30233.61,25573.0,51184.07,25324.22,31264.1,0.0,1.0,0.0,0,1,1,2,42.0,0.0,73
10008206,79223,12,0,53267.29,16496.4,7259.09,129932.4,25257.7,179.48,39589.31,32512.15,10498.0,40421.68,33005.77,39501.4,0.0,0.0,0.0,0,1,0,4,27.0,0.0,74
6314030,26672,12,0,30477.06,17082.4,7066.52,41336.9,27565.5,135.7,13540.15,3236.03,26537.0,10891.3,8443.49,10493.9,0.0,1.0,0.0,0,0,1,3,50.0,0.0,53
3604661,38524,12,0,39789.1,15477.6,6122.72,63291.0,50339.4,169.66,12744.23,2950.17,30647.0,9459.92,5533.95,15676.7,0.0,1.0,0.0,2,0,1,4,51.0,0.0,59
2927579,55150,12,0,62610.82,21926.2,13328.25,124842.5,70330.7,290.47,36726.75,3824.88,32508.0,35254.8,22202.75,21037.5,0.0,0.0,0.0,2,0,1,6,25.0,0.0,48
12338774,175691,24,0,45012.33,21886.3,8282.51,63931.1,38924.3,161.37,20290.63,2930.58,35451.0,24083.49,10138.12,14141.1,1.0,1.0,0.0,0,0,1,1,27.0,0.0,69
10016366,53960,12,0,27249.84,12436.7,3949.27,41538.5,24753.0,122.17,13487.61,3212.89,14127.0,7054.63,4247.34,13462.5,0.0,1.0,0.0,0,0,1,1,42.0,0.0,17
5140655,300484,48,0,50470.44,14189.7,16436.88,112207.6,33235.7,241.77,43196.59,7401.13,51107.0,32416.7,19620.38,23600.0,0.0,0.0,0.0,0,1,0,6,49.0,1.0,64
10243276,75874,24,0,56303.47,11953.6,9855.91,135499.3,51758.1,197.52,30014.69,4939.82,22192.0,27458.1,25128.34,31186.7,0.0,1.0,0.0,2,1,1,1,49.0,0.0,84
82023,53302,12,0,44491.07,18554.7,9008.32,72847.6,53294.8,168.39,23990.23,21258.53,4071.0,23722.27,20636.5,27095.8,0.0,0.0,0.0,2,1,1,7,32.0,0.0,22
6210773,73201,24,0,54789.63,23319.6,18597.47,106831.9,46875.0,236.05,27354.89,4190.35,38284.0,29160.23,10372.29,21856.7,0.0,0.0,0.0,0,0,1,5,34.0,0.0,25
66002,66932,24,0,59855.07,16231.3,15541.45,119831.3,67602.3,305.23,48191.18,6551.35,40651.0,44731.79,23704.29,35856.0,0.0,1.0,0.0,0,1,2,6,47.0,0.0,56
10476216,68230,24,0,42001.16,13016.2,11899.88,140812.0,15849.1,172.75,31357.06,27420.19,3829.0,43428.63,25118.09,3313.7,0.0,1.0,0.0,0,0,2,5,26.0,0.0,32
9557582,64749,12,0,39749.54,9402.3,17077.16,140221.5,69181.1,314.64,49405.98,45746.27,50595.0,54718.38,43893.78,100894.5,0.0,1.0,0.0,0,1,1,2,27.0,0.0,58
1380734,44198,12,0,28676.48,6439.1,5729.25,44036.2,17968.3,118.2,14076.62,2856.08,5799.0,15625.77,4007.99,9680.9,0.0,1.0,0.0,0,1,1,2,53.0,0.0,56
3342070,136028,36,0,55380.02,17828.6,9162.83,113412.0,58275.6,179.23,37229.46,40648.34,53896.0,40390.08,26174.17,23918.3,0.0,0.0,0.0,0,1,0,5,30.0,0.0,32
6487649,59141,12,0,57456.2,25192.5,17241.27,105101.8,57188.2,177.36,40715.51,9743.74,42263.0,36026.12,23370.15,66629.9,0.0,1.0,0.0,2,1,0,4,58.0,0.0,86
16067604,96112,36,0,28608.64,16628.5,5832.88,65971.7,25291.4,129.86,19206.26,24327.52,41740.0,15493.15,15678.01,49168.3,0.0,0.0,0.0,2,1,1,3,30.0,1.0,63
6351872,44646,12,0,31192.11,13436.2,8351.79,56133.5,31459.8,126.92,19431.51,4345.63,4579.0,16829.58,3389.71,6104.2,0.0,0.0,0.0,0,1,1,7,32.0,0.0,15
12835812,195698,24,0,52636.51,8344.0,14924.69,116846.3,47933.9,179.75,43272.02,32164.19,104105.0,49891.05,21220.33,82280.5,0.0,1.0,0.0,2,0,0,7,23.0,1.0,83
16558899,77373,24,0,43424.08,18678.4,6081.08,106304.5,38377.3,188.06,17540.5,34036.92,0.0,26433.85,10285.36,13236.4,0.0,0.0,0.0,0,0,1,6,50.0,0.0,19
6385318,77204,24,0,31980.81,12654.7,10265.37,106088.8,41684.5,166.42,18513.92,4443.74,45343.0,25391.47,18494.41,43076.8,0.0,1.0,0.0,0,0,1,4,24.0,0.0,37
3109035,56869,12,0,37900.69,19560.0,8173.36,47810.1,22330.6,215.99,28758.13,6260.83,15508.0,17607.36,5763.19,16943.5,0.0,0.0,0.0,0,0,1,2,49.0,1.0,24
3069140,159786,48,0,31028.33,13538.6,7884.36,60910.2,27912.1,134.81,16248.6,37976.42,44871.0,14152.4,6703.15,10771.0,0.0,0.0,0.0,0,0,0,4,27.0,1.0,85
16668405,138276,36,0,32879.6,10077.2,9479.87,75411.0,28635.1,131.22,17376.44,16250.29,17436.0,19512.54,9250.26,18966.3,0.0,1.0,0.0,2,1,1,5,48.0,0.0,43
16420780,58145,24,0,40810.86,20364.9,12158.22,140076.1,67499.3,179.41,20684.24,25998.82,87882.0,40783.72,24626.31,28571.9,0.0,0.0,0.0,0,0,2,6,30.0,0.0,29
15728903,146442,24,0,44368.79,24166.1,19649.7,140532.5,16779.8,136.88,39543.8,6576.82,19349.0,40049.5,36717.02,25597.3,1.0,1.0,0.0,0,1,1,6,45.0,0.0,32
13900264,44952,12,0,57698.9,17631.1,16167.79,129444.8,32247.0,206.17,45192.98,6460.8,35314.0,46387.32,26829.13,29931.3,0.0,1.0,0.0,0,1,1,3,52.0,0.0,74
11563131,37651,12,0,53564.74,17855.5,17881.83,117658.4,39863.3,299.63,24804.02,20667.81,22439.0,40673.19,33959.37,4176.7,0.0,0.0,0.0,2,0,0,7,18.0,0.0,21
6664978,112044,24,0,52204.88,13731.6,13183.27,119317.5,31544.7,190.25,36731.93,22562.58,10124.0,38538.05,16476.98,31558.7,0.0,1.0,0.0,2,1,1,1,46.0,0.0,74
6357384,79917,12,0,66789.76,37320.9,19875.35,119973.0,60034.3,328.56,48380.97,24348.27,57854.0,42373.15,25861.89,27481.6,0.0,0.0,0.0,0,0,1,4,18.0,0.0,15
13313565,148425,36,0,62250.07,21954.4,8893.1,135349.1,35888.4,186.92,32959.86,8530.2,13883.0,34627.32,27575.26,35157.8,0.0,0.0,0.0,0,1,1,5,28.0,0.0,81
9984686,84127,24,0,47010.96,5064.9,16117.37,117833.2,59968.1,225.61,40724.61,27460.95,85943.0,36436.99,21013.83,71021.6,0.0,1.0,0.0,2,0,1,7,32.0,0.0,68
6472871,270029,36,0,41751.15,16126.0,8448.92,110444.0,27192.9,238.37,31920.08,33445.74,11248.0,29648.72,13525.19,31499.8,0.0,1.0,0.0,0,1,0,7,54.0,0.0,26
7162227,174115,24,0,34183.91,20321.3,2744.3,50312.1,41380.8,83.25,20312.79,3747.67,9104.0,6389.34,4549.11,5128.6,0.0,0.0,0.0,0,1,1,6,28.0,0.0,23
4098151,30538,24,0,58872.18,20571.9,14459.03,118552.3,53588.5,199.26,47197.19,38412.04,81635.0,44400.98,21495.96,89477.4,0.0,1.0,0.0,2,1,1,0,40.0,0.0,51
10323577,113057,24,0,53862.43,17900.6,15928.71,156486.2,77313.0,225.52,64270.22,33297.92,48310.0,49745.09,25793.39,13856.2,0.0,1.0,0.0,2,1,2,1,29.0,0.0,27
14612137,18885,12,0,39858.85,28516.4,7913.37,63228.9,24510.9,193.75,17022.83,4326.05,26400.0,21233.44,15796.27,32242.6,0.0,0.0,0.0,3,1,1,4,35.0,0.0,55
3467239,19441,24,0,47483.98,21482.1,6988.37,77435.3,37861.4,181.78,20132.41,5339.89,12946.0,20441.39,8116.35,12616.4,0.0,0.0,0.0,2,0,1,6,23.0,0.0,35
6988196,100194,12,0,64959.98,33776.3,17518.18,119626.3,67763.0,184.08,47786.32,7180.33,52991.0,34740.9,20801.48,61329.6,0.0,0.0,0.0,0,1,1,1,21.0,0.0,28
9996078,27677,12,0,33710.71,14278.0,7060.95,58866.9,16748.2,199.28,32381.54,5214.48,13927.0,23263.04,5929.37,26088.0,0.0,1.0,0.0,0,0,1,1,22.0,1.0,66
15013041,69041,24,0,62326.25,18090.6,19721.8,120859.7,82315.4,363.35,50009.21,38764.74,49302.0,54127.55,37992.15,47080.3,0.0,1.0,0.0,2,1,1,6,44.0,0.0,80
10291902,12648,12,0,50234.6,8730.8,15645.28,138962.2,26733.5,195.12,59913.27,34661.7,40406.0,45243.32,26269.18,77255.1,0.0,0.0,0.0,0,1,1,2,30.0,0.0,44
1782340,116901,12,0,63734.12,20568.8,11121.32,86369.3,42096.9,294.95,50180.4,36400.08,8278.0,34837.51,37784.97,6521.5,0.0,0.0,0.0,0,0,0,6,40.0,0.0,54
1926615,89993,24,0,26316.63,544.6,7606.64,111450.1,24492.4,143.82,19050.4,24605.35,7360.0,31061.78,12724.64,25359.8,0.0,1.0,0.0,0,0,1,4,59.0,0.0,92
13921806,69321,12,0,49491.7,17465.5,19136.36,124561.8,32673.1,332.51,51874.04,6666.73,39965.0,50292.79,28799.85,38284.0,0.0,0.0,0.0,0,1,1,1,25.0,1.0,67
10588357,20254,12,0,61571.21,14406.0,17555.41,138778.5,32055.7,152.91,35053.65,6799.07,23876.0,35598.79,28281.63,25377.0,0.0,0.0,0.0,2,1,1,0,32.0,0.0,85
919203,151940,36,0,54916.77,19106.5,20153.82,119375.3,77971.9,237.74,40991.36,42747.02,94404.0,48537.78,23059.43,90488.0,0.0,0.0,0.0,0,1,2,2,31.0,0.0,28
271308,141021,12,0,42619.53,22839.4,11007.24,105932.8,27660.3,229.76,33356.04,34964.04,45532.0,35813.33,21033.36,56008.5,0.0,0.0,0.0,0,0,1,6,30.0,0.0,22
5713828,36116,24,0,57103.75,21577.2,8150.02,74687.6,86174.1,188.07,22580.75,3691.56,22192.0,16907.48,9464.68,21659.1,0.0,0.0,0.0,0,1,2,1,32.0,0.0,29
14025462,145909,24,0,56704.07,22910.2,17611.71,126366.8,70616.8,218.6,44368.91,7303.98,49319.0,47307.92,36725.36,78762.5,0.0,1.0,0.0,2,1,1,1,46.0,0.0,27
6123110,51975,12,0,59826.04,13090.4,18303.73,128837.4,68107.8,314.89,48948.99,7310.62,36239.0,36783.23,25288.24,32640.1,0.0,1.0,0.0,2,0,1,4,61.0,0.0,93
9546795,205368,36,0,49506.62,17826.2,9280.31,115898.0,28154.0,243.59,34527.53,6457.82,35623.0,16964.95,9494.88,22890.7,1.0,1.0,0.0,0,0,1,7,32.0,1.0,50
5816830,58086,36,0,43205.67,19884.6,10276.03,119026.3,32624.4,181.44,41233.27,31711.54,24227.0,44209.8,25286.62,17758.9,0.0,1.0,0.0,2,1,1,5,35.0,0.0,41
14981482,88439,24,0,51123.89,16756.7,15246.52,108536.5,26382.5,185.76,57852.3,7305.86,47923.0,54143.8,23572.71,30957.5,1.0,1.0,0.0,0,1,0,6,48.0,0.0,54
8414474,226001,36,0,33922.66,10425.7,7444.45,127747.1,26791.7,154.81,26473.34,4264.55,5080.0,23747.81,18257.44,20330.1,0.0,1.0,0.0,0,0,1,6,46.0,1.0,86
10873944,54580,24,0,38932.0,6704.8,7992.99,56268.5,30227.7,178.63,21278.88,3349.53,27585.0,20814.68,8781.16,6420.3,0.0,0.0,0.0,0,0,1,1,53.0,0.0,67
13675258,49263,12,0,47940.34,18610.1,15212.07,123219.1,66995.1,276.13,44066.86,4326.48,101337.0,31650.6,27932.95,50496.4,0.0,0.0,0.0,0,1,1,4,30.0,0.0,53
12314796,65138,12,0,52634.68,14096.6,18001.62,117485.0,76119.4,212.87,43733.74,43978.51,53904.0,46713.9,34800.81,53775.9,0.0,1.0,0.0,2,1,1,6,28.0,0.0,29
16598900,18499,12,0,56701.79,14382.9,10154.41,121796.6,46489.2,274.64,38773.42,30799.87,25791.0,21546.9,23945.51,24727.6,1.0,1.0,0.0,2,1,1,0,20.0,0.0,78
10018891,77759,12,0,54544.89,19051.9,9214.69,115662.7,25989.0,204.03,38630.51,6069.54,30471.0,44760.99,9187.64,18406.9,0.0,1.0,0.0,2,1,1,5,58.0,0.0,69
4478145,60059,24,0,50209.75,15547.6,9639.35,76706.5,25514.1,166.78,23642.77,6977.44,21753.0,45720.25,10571.16,21215.0,0.0,1.0,0.0,0,0,1,7,41.0,1.0,77
15236429,76027,24,0,27319.3,9794.3,5383.87,40507.5,18452.4,100.77,13101.08,2853.99,12406.0,14494.15,6515.01,11989.7,0.0,1.0,0.0,0,0,1,1,21.0,1.0,86
8890450,63912,24,0,38121.94,16272.3,7033.25,54495.2,36890.3,188.72,20753.74,3199.93,16594.0,15390.78,2109.85,13132.2,0.0,0.0,0.0,0,0,1,2,47.0,0.0,18
2009521,128453,24,0,37785.94,10454.0,8152.6,58298.8,20809.0,156.49,18819.91,3662.82,9578.0,19018.41,8708.33,19618.5,1.0,1.0,0.0,0,1,1,3,46.0,0.0,82
5291950,61396,12,0,44549.7,12413.2,7322.12,95737.1,76499.7,417.01,37443.02,28812.98,54003.0,24616.06,9492.13,17655.5,0.0,0.0,0.0,0,1,0,2,61.0,0.0,40
14288156,50986,24,0,32318.84,12747.7,5511.24,54145.2,27230.3,262.1,12810.4,3921.3,9115.0,17153.73,7005.1,12344.9,0.0,1.0,0.0,0,0,1,6,18.0,0.0,46
5280916,41970,24,0,35270.35,12397.2,6992.63,61452.0,20789.0,253.45,17694.18,23106.13,15999.0,30218.38,19033.96,10389.0,0.0,1.0,0.0,0,1,1,1,44.0,0.0,63
2961347,40415,12,0,40612.01,10854.3,11635.15,91428.9,27227.3,192.39,17301.43,26962.52,1157.0,15921.66,20573.87,19654.0,0.0,1.0,0.0,0,1,1,1,33.0,0.0,73
15458958,208978,24,0,46506.33,17747.9,7268.73,104055.5,41810.3,151.41,37952.88,5119.68,42779.0,27106.85,9138.22,36180.9,0.0,1.0,0.0,0,0,1,4,25.0,1.0,63
5731559,89198,24,0,65056.38,18543.5,19761.72,106063.5,47481.5,224.85,50890.1,3605.09,40453.0,41474.78,24077.88,40344.1,0.0,0.0,0.0,0,1,1,1,48.0,1.0,80
5592864,72169,24,0,64213.62,32826.7,20199.44,139461.1,48713.6,382.01,42270.18,40407.41,36420.0,53277.06,30788.06,68198.3,0.0,1.0,0.0,2,1,1,4,46.0,0.0,25
531669,6633,12,0,46768.56,11003.4,14960.04,121012.0,71823.6,178.35,54908.8,36444.58,53663.0,47494.88,24405.05,38274.9,0.0,1.0,0.0,0,1,1,2,29.0,0.0,60
19544,59892,24,0,61572.08,22760.5,21300.39,107271.4,33941.5,211.89,45655.68,4061.61,44773.0,38052.41,15732.2,35097.2,0.0,0.0,0.0,0,0,1,1,31.0,0.0,55
3667498,31292,24,0,46329.96,14336.2,9855.09,99445.9,24499.3,156.67,17451.43,2532.77,23052.0,30768.78,17946.69,28674.9,0.0,1.0,0.0,0,0,1,2,22.0,0.0,45
9959542,61165,12,0,70260.43,28438.2,19546.25,134573.7,72255.7,308.41,46514.02,44707.43,26755.0,51353.83,32449.02,9415.3,0.0,1.0,0.0,2,0,1,6,17.0,0.0,64
205138,67117,24,0,45676.01,12299.2,6171.61,63700.2,35757.8,160.55,19857.71,22520.06,37746.0,21386.68,9583.37,7719.1,0.0,0.0,0.0,2,0,1,1,48.0,0.0,32
2315961,110464,12,0,35914.49,25869.0,8175.05,59756.9,34649.3,174.99,30618.4,3941.54,20809.0,17336.2,6227.64,21429.9,1.0,1.0,0.0,2,0,1,4,27.0,0.0,75
6366916,114532,24,0,59736.11,17488.8,18769.49,115847.5,35160.8,218.69,48948.07,25654.25,33630.0,45096.79,20863.09,8597.8,0.0,1.0,0.0,0,1,1,1,51.0,0.0,63
4464671,32683,24,0,35220.74,12214.1,6077.08,56090.1,29962.9,263.03,15848.61,3192.94,9969.0,27511.89,8543.03,12035.5,0.0,0.0,0.0,0,0,1,1,53.0,0.0,78
12157193,67046,12,0,38355.38,2866.5,15134.65,137342.7,41929.9,134.47,48450.7,44016.49,17675.0,40608.69,31848.16,6102.5,0.0,1.0,0.0,2,1,1,4,28.0,0.0,95
8793419,64877,12,0,36960.49,25699.3,9864.59,59960.8,29142.2,157.98,12932.29,2839.47,31802.0,18232.13,5930.43,12650.8,0.0,1.0,0.0,2,1,1,7,59.0,0.0,45
14380933,35110,12,0,42499.56,16240.5,13587.57,126715.5,34899.9,185.26,36649.14,38228.49,19682.0,33557.97,34334.52,54194.9,0.0,1.0,0.0,0,0,1,4,28.0,0.0,49
10362340,183755,24,0,42305.23,11046.4,6824.64,100186.9,39204.8,259.79,24218.2,28223.74,51032.0,29158.1,14918.78,53135.1,1.0,1.0,0.0,0,0,1,5,35.0,0.0,54
3854291,113853,24,0,34164.37,426.3,15191.9,130498.5,14034.5,175.44,44593.85,32347.08,36228.0,50428.06,22253.11,17435.7,1.0,1.0,0.0,0,0,1,4,23.0,0.0,81
9724045,105649,24,0,56928.43,16553.8,19797.05,114639.5,63971.8,204.4,49796.97,30734.28,87810.0,49526.11,38971.38,35955.0,1.0,1.0,0.0,2,0,1,6,56.0,0.0,60
6485728,72962,24,0,42518.7,15357.6,5934.89,40594.8,25084.6,151.87,17026.9,3424.23,17614.0,21638.11,8609.14,11670.7,1.0,1.0,0.0,0,0,1,1,41.0,0.0,52
4363487,54230,12,0,31411.7,15837.5,6136.67,55418.8,24597.6,122.34,8231.21,4341.77,21439.0,12439.07,10514.97,15681.2,1.0,1.0,0.0,0,0,1,2,45.0,0.0,43
7882246,39459,24,0,56330.63,20824.1,6838.41,64767.2,33180.4,177.66,35277.81,31463.69,0.0,38350.55,20264.36,4655.1,0.0,0.0,0.0,0,1,0,7,25.0,0.0,29
2690154,20178,12,0,36074.16,17045.1,7419.28,72647.8,72873.1,149.04,20156.29,3416.08,20212.0,17577.0,6333.14,13390.0,0.0,1.0,0.0,2,1,1,1,46.0,0.0,50
3471915,49400,24,0,54459.56,15028.0,12080.07,133216.0,45871.8,231.5,55633.24,7867.5,49424.0,59574.61,39460.61,49253.1,0.0,1.0,0.0,0,1,1,4,25.0,0.0,99
3301600,194157,36,0,58612.54,25345.4,16735.1,106318.9,34423.0,197.8,40491.03,5139.33,38231.0,38563.56,19571.06,48239.1,0.0,0.0,0.0,0,1,2,6,34.0,0.0,19
2622126,29564,12,0,32644.07,12988.9,8050.22,104470.1,39070.0,168.96,16093.86,25969.18,45865.0,34024.47,19843.92,75877.5,0.0,1.0,0.0,2,1,1,3,36.0,1.0,99
779666,54049,12,0,39626.7,9284.6,8017.89,104328.4,56595.1,226.93,30969.3,6013.04,46941.0,26762.41,22444.57,51719.7,1.0,1.0,0.0,0,0,1,5,23.0,1.0,69
11572193,104858,24,0,54127.58,23644.1,15861.37,97690.6,46735.3,222.18,27955.87,30111.89,78185.0,22513.99,11169.4,29109.6,0.0,1.0,0.0,0,0,1,6,35.0,0.0,24
11021119,56962,24,0,26619.14,7290.7,6771.92,104569.6,21898.0,131.9,30902.41,3864.78,17911.0,16041.52,7724.03,15005.2,0.0,1.0,0.0,0,0,0,2,49.0,0.0,61
8067468,84898,12,0,59795.73,17908.0,19354.17,106377.2,70062.6,332.48,35655.49,6844.7,42071.0,32051.56,26268.29,60141.1,0.0,1.0,0.0,2,0,1,6,25.0,1.0,80
4695123,137112,24,0,30046.74,11296.9,5862.42,42692.0,35457.3,91.56,13260.31,3835.41,21822.0,11897.68,5670.83,13047.1,0.0,1.0,0.0,0,0,1,1,28.0,0.0,61
4503835,25185,12,0,59015.43,657.9,16820.01,138618.8,67952.3,440.89,61047.12,39360.5,31414.0,56064.02,33620.97,87896.0,0.0,1.0,0.0,2,1,1,1,29.0,0.0,64
15219123,4980,12,0,43832.84,16713.0,8237.02,36221.3,47833.2,267.64,16476.62,3800.8,13331.0,22299.67,6146.1,4722.7,0.0,1.0,0.0,0,0,1,0,24.0,1.0,48
1656745,94194,24,0,44598.18,11044.9,8649.55,131709.1,36904.2,160.47,31575.87,32574.64,15098.0,29270.56,32070.59,13390.0,0.0,1.0,0.0,2,0,1,4,24.0,0.0,61
2678927,84952,12,0,37275.1,21537.0,10859.37,60008.0,44311.4,248.98,17535.87,2779.95,5395.0,21384.65,2905.41,17922.2,0.0,1.0,0.0,0,1,1,6,45.0,0.0,21
4626984,72270,24,0,48305.1,17306.7,9776.95,68483.0,32249.8,186.95,19063.31,5158.02,31026.0,29305.73,9251.05,22939.9,0.0,1.0,0.0,0,0,1,4,55.0,0.0,81
3212745,109618,36,0,41208.5,17438.4,8631.19,50611.3,28355.9,134.74,14484.63,3962.35,39066.0,17819.9,6436.69,23218.4,0.0,1.0,0.0,2,0,1,5,52.0,0.0,18
4399741,50842,24,0,47047.24,13651.8,19955.35,145720.8,23022.7,239.68,49922.93,37557.98,32402.0,46859.93,30339.18,32501.2,1.0,1.0,0.0,0,0,1,6,44.0,0.0,71
16466765,65230,24,0,57166.84,21689.2,16915.74,125874.1,33836.5,304.51,38415.02,4992.84,34554.0,32467.75,18024.81,13929.6,0.0,0.0,0.0,2,1,1,6,17.0,0.0,66
12507624,85727,12,0,70176.3,28487.5,11197.95,109470.7,37679.9,297.84,45270.16,6796.01,33774.0,33383.17,12001.86,34299.8,0.0,1.0,0.0,2,1,1,4,52.0,0.0,40
578899,201017,36,0,57612.4,16810.5,18596.52,121769.9,71277.2,356.11,58323.66,43138.21,92678.0,56945.89,45760.32,45582.3,0.0,1.0,0.0,0,1,0,2,33.0,0.0,68
4751914,78819,12,0,42003.13,15944.7,7884.42,56901.2,19971.6,191.35,15649.23,2873.48,14894.0,19637.39,10065.91,15701.6,0.0,1.0,0.0,0,1,1,4,53.0,0.0,51
4095600,182365,36,0,53268.99,11394.5,19450.38,129736.9,65731.1,207.56,58841.8,39197.49,121471.0,60353.42,48395.75,112583.1,0.0,1.0,0.0,0,1,0,2,51.0,0.0,65
3985587,81071,12,0,52978.6,27277.8,21063.67,116570.1,47258.7,289.17,45305.03,6799.76,31419.0,34826.7,35318.88,11367.6,0.0,1.0,0.0,1,0,1,7,43.0,0.0,48
8350963,90757,12,0,25809.94,11686.8,3797.8,50549.0,18826.9,123.16,11477.97,5583.07,27588.0,13889.22,8174.83,29067.3,0.0,1.0,0.0,0,0,1,2,38.0,1.0,24
14550930,54180,24,0,63636.44,26528.0,20764.4,59110.5,27359.5,149.36,41150.01,5968.0,45603.0,33762.05,18638.64,37807.9,0.0,1.0,0.0,0,0,1,1,56.0,0.0,50
5106971,19744,12,0,40801.15,7665.2,6029.24,59970.0,23430.8,183.2,17683.38,4373.35,13193.0,16530.91,7366.43,14658.0,0.0,1.0,0.0,0,0,1,1,40.0,0.0,40
14353746,66854,12,0,50429.94,5749.1,18861.48,132620.2,65827.4,249.86,48707.86,34976.14,107251.0,46320.89,40220.49,51615.0,0.0,1.0,0.0,0,0,2,4,24.0,0.0,48
